week_start,sku_code,territory,distributor_id,primary_sales_units,primary_sales_value
2025-08-19,PF-003,Delhi,DEL-D2,1177,39723.75
19-08-2025,PF-003,Guwahati,0GUW-D1,718,"24,232"
2025-08-19,PF-003,Hyderabad,HYD-D1,1305,"Rs 44,044"
2025-08-19,PF-003,Jaipur,JAI-D2,872,29430.0
08/19/25,PF-003,Mumbai,MUM-D2,1331,44921.25
2025-08-19,PF-003,Pune,PUN-D1,1114,37597.5
2025-08-19,PF-004,BLR,BEN-D1,423,26966.25
2025-08-19,PF-004,Chennai,0CHE-D1,474,30217.5
2025-08-19,PF-004,Guwahati,GUW-D1,330,21037.5
2025-08-19,PF-004,Hyderabad,HYD-D1,470,29962.5
2025-08-19,PF-004,Kolkata,0KOL-D2,554,"Rs 35,318"
2025-08-19,PF-004,Lucknow,0LUC-D2,295,18806.25
2025-08-19,PF-004,Patna,PAT-D1,302,19252.5
2025-08-19,PF-004,Pune,PUN-D2,515,32831.25
2025-08-19,PF-005,Guwahati,GUW-D1,314,"Rs 20,018"
19 Aug 2025,PF-005,Hyderabad,HYD-D1,547,34871.25
2025-08-19,PF-005,Jaipur,JAI-D2,400,25500.0
2025-08-19,PF-005,Kolkata,KOL-D2,433,"27,604"
2025-08-19,PF-005,Mumbai,MUM-D1,422,26902.5
2025-08-19,PF-005,Patna,PAT-D2,280,17850.0
2025-08-19,PF-005,Pune,PUN-D2,459,29261.25
08/19/25,PF-006,Ahmedabad,AHM-D1,451,28751.25
2025-08-19,PF-006,BLR,BEN-D1,483,30791.25
2025-08-19,PF-006,Delhi,0DEL-D1,580,36975.0
08/19/25,PF-006,Guwahati,GUW-D1,293,18678.75
2025-08-19,PF-006,Jaipur,JAI-D2,297,18933.75
2025-08-19,PF-006,Lucknow,LUC-D1,301,19188.75
2025-08-19,PF-006,Patna,0PAT-D2,350,22312.5
2025-08-19,PF-007,Ahmedabad,AHM-D1,188,22560.0
2025-08-19,PF-007,Delhi,DEL-D2,191,"22,920"
2025-08-19,PF-007,Jaipur,0JAI-D1,125,15000.0
2025-08-19,PF-007,Mumbai,MUM-D2,210,25200.0
2025-08-19,PF-007,Patna,PAT-D2,,13560.0
2025-08-19,PF-008,Ahmedabad,0AHM-D1,181,21720.0
2025-08-19,PF-008,Chennai,CHE-D2,173,20760.0
2025-08-19,PF-008,Guwahati,GUW-D2,104,12480.0
2025-08-19,PF-008,Patna,PAT-D2,143,17160.0
19-08-2025,PF-008,Pune,0PUN-D1,216,25920.0
2025-08-19,PF-009,BLR,0BEN-D1,191,22920.0
2025-08-19,PF-009,Delhi,0DEL-D2,192,"Rs 23,040"
19 Aug 2025,PF-009,Guwahati,GUW-D1,106,12720.0
19-08-2025,PF-009,Lucknow,LUC-D2,102,12240.0
2025-08-19,PF-009,Pune,PUN-D2,225,27000.0
2025-08-19,SC-001,Ahmedabad,AHM-D2,1270,42862.5
2025-08-19,SC-001,BLR,BEN-D2,1125,37968.75
08/19/25,SC-001,Chennai,CHE-D1,1018,"Rs 34,358"
2025-08-19,SC-001,Delhi,DEL-D1,941,31758.75
2025-08-19,SC-001,Guwahati,GUW-D2,614,20722.5
08/19/25,SC-001,Hyderabad,HYD-D2,1144,38610.0
2025-08-19,SC-001,Kolkata,KOL-D1,1120,37800.0
2025-08-19,SC-001,Patna,PAT-D2,704,"23,760"
2025-08-19,SC-001,Pune,PUN-D2,1103,37226.25
19-08-2025,SC-002,Ahmedabad,0AHM-D1,1068,36045.0
2025-08-19,SC-002,Chennai,CHE-D2,936,31590.0
2025-08-19,SC-002,Guwahati,GUW-D2,751,25346.25
08/19/25,SC-002,Hyderabad,HYD-D2,1378,46507.5
2025-08-19,SC-002,Jaipur,JAI-D2,722,24367.5
2025-08-19,SC-002,Kolkata,KOL-D2,998,33682.5
2025-08-19,SC-002,Mumbai,MUM-D1,1152,"38,880"
2025-08-19,SC-002,Patna,PAT-D1,663,"22,376"
2025-08-19,SC-002,Pune,PUN-D1,1290,"43,538"
19-08-2025,SC-003,BLR,BEN-D1,1073,36213.75
08/19/25,SC-003,Chennai,0CHE-D2,1165,39318.75
2025-08-19,SC-003,Delhi,DEL-D1,1069,36078.75
2025-08-19,SC-003,Guwahati,GUW-D2,642,21667.5
2025-08-19,SC-003,Hyderabad,HYD-D1,1021,34458.75
2025-08-19,SC-003,Jaipur,JAI-D2,818,27607.5
2025-08-19,SC-003,Kolkata,0KOL-D1,1140,"38,475"
2025-08-19,SC-003,Lucknow,LUC-D1,866,29227.5
2025-08-19,SC-003,Mumbai,0MUM-D1,1083,36551.25
2025-08-19,SC-003,Patna,PAT-D1,736,24840.0
2025-08-19,SC-004,Ahmedabad,AHM-D2,563,35891.25
2025-08-19,SC-004,Chennai,CHE-D2,550,35062.5
2025-08-19,SC-004,Delhi,0DEL-D1,556,"35,445"
2025-08-19,SC-004,Guwahati,GUW-D2,369,23523.75
19 Aug 2025,SC-004,Hyderabad,0HYD-D1,473,30153.75
2025-08-19,SC-004,Kolkata,KOL-D2,506,32257.5
2025-08-19,SC-004,Mumbai,0MUM-D2,512,32640.0
2025-08-19,SC-004,Patna,PAT-D2,384,24480.0
08/19/25,SC-004,Pune,PUN-D2,444,28305.0
2025-08-19,SC-005,Ahmedabad,AHM-D2,575,36656.25
19-08-2025,SC-005,Chennai,CHE-D1,503,32066.25
2025-08-19,SC-005,Guwahati,GUW-D2,346,22057.5
2025-08-19,SC-005,Hyderabad,HYD-D1,469,29898.75
2025-08-19,SC-005,Kolkata,KOL-D2,611,38951.25
19-08-2025,SC-005,Lucknow,LUC-D2,361,"Rs 23,014"
2025-08-19,SC-005,Patna,PAT-D2,298,18997.5
2025-08-19,SC-005,Pune,0PUN-D1,575,36656.25
2025-08-19,SC-006,BLR,0BEN-D2,521,33213.75
2025-08-19,SC-006,Chennai,CHE-D1,439,27986.25
08/19/25,SC-006,Guwahati,GUW-D2,335,21356.25
2025-08-19,SC-006,Hyderabad,HYD-D2,449,28623.75
19-08-2025,SC-006,Jaipur,JAI-D1,335,21356.25
2025-08-19,SC-006,Kolkata,KOL-D2,447,28496.25
2025-08-19,SC-006,Lucknow,LUC-D1,NA,17467.5
2025-08-19,SC-006,Patna,PAT-D2,290,18487.5
2025-08-19,SC-007,Ahmedabad,AHM-D2,203,24360.0
19 Aug 2025,SC-007,Guwahati,GUW-D2,144,17280.0
2025-08-19,SC-007,Hyderabad,HYD-D1,211,25320.0
2025-08-19,SC-007,Kolkata,0KOL-D2,167,20040.0
2025-08-19,SC-007,Patna,PAT-D1,114,13680.0
19 Aug 2025,SC-007,Pune,PUN-D2,228,"27,360"
19 Aug 2025,SC-008,Ahmedabad,AHM-D1,,"25,560"
2025-08-19,SC-008,Chennai,CHE-D2,194,"Rs 23,280"
19 Aug 2025,SC-008,Delhi,DEL-D1,196,23520.0
2025-08-19,SC-008,Guwahati,GUW-D1,130,15600.0
2025-08-19,SC-008,Hyderabad,HYD-D2,186,22320.0
2025-08-19,SC-008,Kolkata,KOL-D2,185,"Rs 22,200"
19-08-2025,SC-008,Patna,0PAT-D2,122,14640.0
2025-08-19,SC-009,Ahmedabad,AHM-D2,168,20160.0
2025-08-19,SC-009,Guwahati,GUW-D2,120,14400.0
2025-08-19,SC-009,Jaipur,JAI-D1,109,13080.0
2025-08-19,SC-009,Kolkata,KOL-D2,206,24720.0
2025-08-19,SC-009,Lucknow,LUC-D1,109,13080.0
08/19/25,SC-009,Patna,PAT-D1,104,12480.0
2025-08-19,SK-001,Ahmedabad,AHM-D1,1279,4796.25
2025-08-19,SK-001,BLR,BEN-D1,1300,4875.0
08/19/25,SK-001,Chennai,CHE-D2,1281,4803.75
2025-08-19,SK-001,Delhi,DEL-D1,1306,4897.5
08/19/25,SK-001,Hyderabad,HYD-D2,1224,4590.0
2025-08-19,SK-001,Jaipur,JAI-D2,852,3195.0
19-08-2025,SK-001,Lucknow,LUC-D1,618,2317.5
2025-08-19,SK-001,Mumbai,MUM-D2,1068,"4,005"
2025-08-19,SK-001,Patna,PAT-D1,821,3078.75
19 Aug 2025,SK-002,Ahmedabad,AHM-D1,1065,3993.75
2025-08-19,SK-002,BLR,BEN-D1,1061,3978.75
2025-08-19,SK-002,Chennai,CHE-D1,1295,4856.25
2025-08-19,SK-002,Hyderabad,HYD-D2,1297,4863.75
2025-08-19,SK-002,Jaipur,JAI-D1,890,3337.5
2025-08-19,SK-002,Kolkata,KOL-D2,971,3641.25
2025-08-19,SK-002,Lucknow,LUC-D2,754,"Rs 2,828"
2025-08-19,SK-002,Patna,PAT-D1,774,2902.5
2025-08-19,SK-002,Pune,PUN-D1,1089,4083.75
2025-08-19,SK-003,Ahmedabad,AHM-D2,1089,4083.75
2025-08-19,SK-003,Delhi,DEL-D2,1392,5220.0
2025-08-19,SK-003,Guwahati,GUW-D2,839,"3,146"
2025-08-19,SK-003,Hyderabad,0HYD-D1,1308,4905.0
2025-08-19,SK-003,Jaipur,JAI-D1,825,"3,094"
2025-08-19,SK-003,Kolkata,KOL-D2,959,3596.25
2025-08-19,SK-003,Mumbai,MUM-D2,1402,5257.5
2025-08-19,SK-003,Patna,PAT-D2,,2850.0
19 Aug 2025,SK-003,Pune,PUN-D1,1246,"4,672"
2025-08-19,SK-004,BLR,0BEN-D2,1280,9600.0
2025-08-19,SK-004,Chennai,CHE-D1,NA,7927.5
2025-08-19,SK-004,Guwahati,GUW-D1,666,"Rs 4,995"
2025-08-19,SK-004,Hyderabad,HYD-D2,1352,10140.0
2025-08-19,SK-004,Jaipur,JAI-D1,847,6352.5
2025-08-19,SK-004,Kolkata,KOL-D2,1174,8805.0
19 Aug 2025,SK-004,Mumbai,MUM-D2,,10275.0
2025-08-19,SK-004,Patna,0PAT-D2,612,4590.0
2025-08-19,SK-004,Pune,0PUN-D1,1075,8062.5
2025-08-19,SK-005,Ahmedabad,AHM-D2,1111,8332.5
2025-08-19,SK-005,BLR,BEN-D2,1391,10432.5
2025-08-19,SK-005,Guwahati,GUW-D1,797,5977.5
2025-08-19,SK-005,Hyderabad,HYD-D1,942,7065.0
19-08-2025,SK-005,Kolkata,KOL-D2,1403,10522.5
2025-08-19,SK-005,Lucknow,LUC-D2,663,4972.5
2025-08-19,SK-005,Mumbai,MUM-D1,997,"Rs 7,478"
2025-08-19,SK-005,Patna,PAT-D1,9999,"Rs 5,542"
2025-08-19,SK-005,Pune,PUN-D2,1311,9832.5
19 Aug 2025,SK-006,Ahmedabad,AHM-D2,1142,8565.0
08/19/25,SK-006,BLR,BEN-D2,1261,9457.5
2025-08-19,SK-006,Guwahati,0GUW-D1,875,6562.5
2025-08-19,SK-006,Hyderabad,HYD-D1,1263,9472.5
2025-08-19,SK-006,Jaipur,JAI-D1,668,"Rs 5,010"
2025-08-19,SK-006,Lucknow,LUC-D2,653,"Rs 4,898"
08/19/25,SK-006,Mumbai,0MUM-D2,,"Rs 9,592"
19-08-2025,SK-006,Patna,PAT-D1,768,5760.0
19-08-2025,SK-006,Pune,PUN-D1,1118,"Rs 8,385"
2025-08-19,SK-007,Ahmedabad,AHM-D2,1060,"Rs 7,950"
2025-08-19,SK-007,BLR,BEN-D2,1179,8842.5
08/19/25,SK-007,Chennai,0CHE-D1,1154,8655.0
2025-08-19,SK-007,Guwahati,GUW-D1,896,6720.0
2025-08-19,SK-007,Hyderabad,HYD-D1,1110,8325.0
2025-08-19,SK-007,Jaipur,JAI-D2,728,5460.0
2025-08-19,SK-007,Kolkata,0KOL-D2,1287,9652.5
2025-08-19,SK-007,Lucknow,LUC-D1,761,5707.5
2025-08-19,SK-007,Patna,PAT-D2,754,"5,655"
19-08-2025,SK-008,BLR,BEN-D1,586,13185.0
08/19/25,SK-008,Chennai,CHE-D2,425,9562.5
2025-08-19,SK-008,Delhi,DEL-D1,446,10035.0
2025-08-19,SK-008,Guwahati,GUW-D2,296,6660.0
19-08-2025,SK-008,Kolkata,KOL-D2,470,10575.0
08/19/25,SK-008,Mumbai,MUM-D1,447,10057.5
2025-08-19,SK-008,Pune,PUN-D2,423,9517.5
2025-08-19,SK-009,Ahmedabad,AHM-D1,429,9652.5
08/19/25,SK-009,BLR,BEN-D2,608,13680.0
2025-08-19,SK-009,Delhi,DEL-D1,566,12735.0
2025-08-19,SK-009,Hyderabad,HYD-D1,552,"Rs 12,420"
2025-08-19,SK-009,Lucknow,LUC-D2,347,7807.5
19 Aug 2025,SK-009,Patna,0PAT-D2,396,"8,910"
2025-08-19,SK-009,Pune,PUN-D1,610,13725.0
2025-08-19,SK-010,Hyderabad,HYD-D1,544,12240.0
2025-08-19,SK-010,Jaipur,JAI-D1,374,8415.0
2025-08-19,SK-010,Kolkata,KOL-D2,451,10147.5
2025-08-19,SK-010,Lucknow,0LUC-D1,,7740.0
2025-08-19,SK-010,Mumbai,MUM-D2,440,9900.0
19-08-2025,SK-010,Patna,PAT-D2,344,7740.0
2025-08-19,SK-010,Pune,PUN-D2,520,11700.0
2025-08-19,SL-001,Ahmedabad,AHM-D2,1012,45540.0
2025-08-19,SL-001,BLR,BEN-D2,NA,49590.0
2025-08-19,SL-001,Chennai,CHE-D1,1281,57645.0
2025-08-19,SL-001,Delhi,DEL-D1,978,44010.0
08/19/25,SL-001,Guwahati,GUW-D2,796,"35,820"
2025-08-19,SL-001,Hyderabad,HYD-D2,1297,58365.0
2025-08-19,SL-001,Jaipur,JAI-D1,690,31050.0
2025-08-19,SL-001,Kolkata,KOL-D2,1287,57915.0
2025-08-19,SL-001,Lucknow,0LUC-D2,694,31230.0
2025-08-19,SL-001,Mumbai,MUM-D2,1116,50220.0
2025-08-19,SL-001,Patna,PAT-D1,900,40500.0
2025-08-19,SL-001,Pune,PUN-D1,1296,58320.0
08/19/25,SL-002,Ahmedabad,AHM-D2,1204,"54,180"
2025-08-19,SL-002,BLR,BEN-D2,1165,52425.0
2025-08-19,SL-002,Chennai,CHE-D1,-1,45540.0
2025-08-19,SL-002,Delhi,0DEL-D1,1190,53550.0
2025-08-19,SL-002,Guwahati,GUW-D1,659,29655.0
2025-08-19,SL-002,Hyderabad,HYD-D2,1352,60840.0
2025-08-19,SL-002,Jaipur,JAI-D2,664,29880.0
2025-08-19,SL-002,Kolkata,KOL-D1,1264,56880.0
2025-08-19,SL-002,Lucknow,0LUC-D1,858,38610.0
2025-08-19,SL-002,Mumbai,MUM-D2,1009,45405.0
2025-08-19,SL-002,Patna,PAT-D2,9999,31410.0
2025-08-19,SL-002,Pune,PUN-D1,1385,62325.0
2025-08-19,SL-003,Ahmedabad,AHM-D2,1135,51075.0
2025-08-19,SL-003,BLR,BEN-D2,NA,45225.0
2025-08-19,SL-003,Chennai,CHE-D1,1176,52920.0
2025-08-19,SL-003,Delhi,DEL-D2,1153,"Rs 51,885"
2025-08-19,SL-003,Guwahati,GUW-D2,858,38610.0
2025-08-19,SL-003,Hyderabad,HYD-D1,1201,54045.0
2025-08-19,SL-003,Jaipur,JAI-D2,#N/A,29070.0
2025-08-19,SL-003,Kolkata,0KOL-D2,1402,63090.0
2025-08-19,SL-003,Lucknow,LUC-D1,812,36540.0
2025-08-19,SL-003,Mumbai,MUM-D1,1086,48870.0
19-08-2025,SL-003,Patna,PAT-D1,622,"Rs 27,990"
2025-08-19,SL-003,Pune,PUN-D2,1013,45585.0
2025-08-19,SL-004,Ahmedabad,AHM-D2,460,37950.0
2025-08-19,SL-004,BLR,BEN-D2,565,"Rs 46,612"
2025-08-19,SL-004,Chennai,CHE-D1,559,"46,118"
2025-08-19,SL-004,Delhi,DEL-D2,468,38610.0
2025-08-19,SL-004,Guwahati,GUW-D1,305,"Rs 25,162"
2025-08-19,SL-004,Hyderabad,HYD-D2,583,48097.5
2025-08-19,SL-004,Jaipur,0JAI-D1,290,23925.0
2025-08-19,SL-004,Kolkata,KOL-D1,486,40095.0
2025-08-19,SL-004,Lucknow,LUC-D2,372,30690.0
2025-08-19,SL-004,Mumbai,MUM-D2,515,"Rs 42,488"
2025-08-19,SL-004,Patna,PAT-D1,#N/A,"Rs 22,852"
2025-08-19,SL-004,Pune,PUN-D1,593,48922.5
2025-08-19,SL-005,Ahmedabad,AHM-D2,427,35227.5
2025-08-19,SL-005,BLR,BEN-D2,472,38940.0
2025-08-19,SL-005,Chennai,CHE-D2,595,"Rs 49,088"
2025-08-19,SL-005,Delhi,DEL-D1,514,42405.0
08/19/25,SL-005,Guwahati,GUW-D1,388,32010.0
2025-08-19,SL-005,Hyderabad,0HYD-D1,9999,48757.5
2025-08-19,SL-005,Jaipur,JAI-D2,298,24585.0
19 Aug 2025,SL-005,Kolkata,KOL-D2,528,43560.0
2025-08-19,SL-005,Lucknow,LUC-D2,323,26647.5
2025-08-19,SL-005,Mumbai,0MUM-D2,NA,43147.5
2025-08-19,SL-005,Patna,PAT-D1,340,28050.0
2025-08-19,SL-005,Pune,0PUN-D2,558,46035.0
2025-08-19,SL-006,Ahmedabad,AHM-D1,567,46777.5
2025-08-19,SL-006,BLR,BEN-D2,436,35970.0
2025-08-19,SL-006,Chennai,CHE-D1,-1,36300.0
2025-08-19,SL-006,Delhi,DEL-D1,594,49005.0
2025-08-19,SL-006,Guwahati,GUW-D2,398,32835.0
19 Aug 2025,SL-006,Hyderabad,HYD-D1,459,37867.5
2025-08-19,SL-006,Jaipur,JAI-D2,398,32835.0
08/19/25,SL-006,Kolkata,KOL-D2,419,34567.5
2025-08-19,SL-006,Lucknow,LUC-D1,372,30690.0
2025-08-19,SL-006,Mumbai,MUM-D2,500,41250.0
2025-08-19,SL-006,Patna,PAT-D2,397,32752.5
2025-08-19,SL-006,Pune,PUN-D1,565,46612.5
19-08-2025,SL-007,Ahmedabad,0AHM-D2,194,28954.5
2025-08-19,SL-007,BLR,BEN-D1,171,25521.75
19 Aug 2025,SL-007,Chennai,CHE-D2,165,24626.25
2025-08-19,SL-007,Delhi,DEL-D2,165,"Rs 24,626"
2025-08-19,SL-007,Guwahati,GUW-D1,131,19551.75
2025-08-19,SL-007,Hyderabad,HYD-D1,220,32835.0
19-08-2025,SL-007,Jaipur,JAI-D1,139,"20,746"
2025-08-19,SL-007,Kolkata,KOL-D2,215,32088.75
2025-08-19,SL-007,Lucknow,0LUC-D2,128,19104.0
2025-08-19,SL-007,Mumbai,MUM-D1,197,29402.25
2025-08-19,SL-007,Patna,PAT-D2,113,16865.25
2025-08-19,SL-007,Pune,PUN-D1,196,29253.0
2025-08-19,SL-008,Ahmedabad,AHM-D2,,24029.25
2025-08-19,SL-008,BLR,BEN-D2,159,23730.75
2025-08-19,SL-008,Chennai,0CHE-D1,167,24924.75
2025-08-19,SL-008,Delhi,0DEL-D2,199,29700.75
2025-08-19,SL-008,Guwahati,0GUW-D2,143,21342.75
2025-08-19,SL-008,Hyderabad,HYD-D2,220,32835.0
2025-08-19,SL-008,Jaipur,JAI-D1,109,16268.25
2025-08-19,SL-008,Kolkata,KOL-D2,197,29402.25
2025-08-19,SL-008,Lucknow,LUC-D2,146,21790.5
2025-08-19,SL-008,Mumbai,MUM-D2,209,31193.25
2025-08-19,SL-008,Patna,PAT-D2,143,21342.75
2025-08-19,SL-008,Pune,PUN-D2,166,24775.5
2025-08-19,SL-009,Ahmedabad,AHM-D2,206,30745.5
2025-08-19,SL-009,BLR,BEN-D1,176,"26,268"
2025-08-19,SL-009,Chennai,0CHE-D1,214,31939.5
2025-08-19,SL-009,Delhi,DEL-D1,231,34476.75
2025-08-19,SL-009,Guwahati,GUW-D2,114,17014.5
2025-08-19,SL-009,Hyderabad,0HYD-D2,202,30148.5
19 Aug 2025,SL-009,Jaipur,0JAI-D2,109,16268.25
2025-08-19,SL-009,Kolkata,KOL-D1,183,27312.75
2025-08-19,SL-009,Lucknow,LUC-D1,148,22089.0
19 Aug 2025,SL-009,Mumbai,MUM-D2,#N/A,29253.0
2025-08-19,SL-009,Patna,0PAT-D1,149,22238.25
08/19/25,SL-009,Pune,PUN-D1,157,23432.25
2025-08-19,SN-001,Ahmedabad,AHM-D2,1183,53235.0
2025-08-19,SN-001,BLR,BEN-D2,1302,58590.0
2025-08-19,SN-001,Chennai,CHE-D1,989,44505.0
08/19/25,SN-001,Delhi,DEL-D1,1356,61020.0
2025-08-19,SN-001,Guwahati,GUW-D2,821,36945.0
2025-08-19,SN-001,Hyderabad,HYD-D1,1089,49005.0
2025-08-19,SN-001,Jaipur,JAI-D1,910,40950.0
2025-08-19,SN-001,Kolkata,KOL-D2,1058,47610.0
2025-08-19,SN-001,Lucknow,0LUC-D1,719,32355.0
2025-08-19,SN-001,Mumbai,MUM-D1,1108,49860.0
2025-08-19,SN-001,Patna,PAT-D2,703,31635.0
2025-08-19,SN-001,Pune,PUN-D1,1373,61785.0
2025-08-19,SN-002,Ahmedabad,AHM-D2,1058,47610.0
19 Aug 2025,SN-002,BLR,0BEN-D2,1170,"52,650"
2025-08-19,SN-002,Chennai,CHE-D1,1353,60885.0
2025-08-19,SN-002,Delhi,DEL-D1,1191,53595.0
2025-08-19,SN-002,Guwahati,GUW-D2,905,40725.0
2025-08-19,SN-002,Hyderabad,HYD-D1,1268,"Rs 57,060"
2025-08-19,SN-002,Jaipur,JAI-D2,792,35640.0
2025-08-19,SN-002,Kolkata,0KOL-D1,939,42255.0
2025-08-19,SN-002,Lucknow,LUC-D2,717,32265.0
2025-08-19,SN-002,Mumbai,MUM-D2,1293,58185.0
2025-08-19,SN-002,Patna,PAT-D2,749,33705.0
2025-08-19,SN-002,Pune,PUN-D1,1251,56295.0
2025-08-19,SN-003,Ahmedabad,AHM-D2,946,42570.0
2025-08-19,SN-003,BLR,BEN-D2,1257,56565.0
2025-08-19,SN-003,Chennai,0CHE-D1,991,44595.0
2025-08-19,SN-003,Delhi,DEL-D2,1039,"Rs 46,755"
2025-08-19,SN-003,Guwahati,GUW-D1,850,38250.0
2025-08-19,SN-003,Hyderabad,0HYD-D1,1114,"Rs 50,130"
2025-08-19,SN-003,Jaipur,JAI-D1,758,34110.0
2025-08-19,SN-003,Kolkata,KOL-D1,1136,"Rs 51,120"
2025-08-19,SN-003,Lucknow,0LUC-D2,684,30780.0
2025-08-19,SN-003,Mumbai,MUM-D2,972,43740.0
19 Aug 2025,SN-003,Patna,PAT-D2,651,29295.0
2025-08-19,SN-003,Pune,PUN-D2,982,44190.0
2025-08-19,SN-004,Ahmedabad,AHM-D2,551,45457.5
08/19/25,SN-004,BLR,BEN-D2,458,37785.0
2025-08-19,SN-004,Chennai,CHE-D2,586,48345.0
2025-08-19,SN-004,Delhi,DEL-D1,562,"Rs 46,365"
2025-08-19,SN-004,Guwahati,GUW-D1,293,24172.5
2025-08-19,SN-004,Hyderabad,HYD-D2,446,36795.0
2025-08-19,SN-004,Jaipur,0JAI-D1,385,31762.5
2025-08-19,SN-004,Kolkata,KOL-D1,417,34402.5
2025-08-19,SN-004,Lucknow,LUC-D1,273,22522.5
2025-08-19,SN-004,Mumbai,MUM-D2,519,42817.5
2025-08-19,SN-004,Patna,PAT-D2,405,33412.5
2025-08-19,SN-004,Pune,PUN-D1,576,47520.0
2025-08-19,SN-005,Ahmedabad,AHM-D2,450,37125.0
2025-08-19,SN-005,BLR,BEN-D2,441,"36,382"
2025-08-19,SN-005,Chennai,CHE-D1,436,"Rs 35,970"
2025-08-19,SN-005,Delhi,DEL-D2,561,46282.5
2025-08-19,SN-005,Guwahati,0GUW-D2,346,28545.0
2025-08-19,SN-005,Hyderabad,HYD-D2,555,45787.5
2025-08-19,SN-005,Jaipur,JAI-D2,408,33660.0
2025-08-19,SN-005,Kolkata,KOL-D1,521,42982.5
2025-08-19,SN-005,Lucknow,LUC-D2,380,"31,350"
2025-08-19,SN-005,Mumbai,MUM-D2,521,42982.5
2025-08-19,SN-005,Patna,PAT-D2,315,"Rs 25,988"
2025-08-19,SN-005,Pune,PUN-D2,515,42487.5
2025-08-19,SN-006,Ahmedabad,0AHM-D2,420,34650.0
2025-08-19,SN-006,BLR,BEN-D2,577,47602.5
2025-08-19,SN-006,Chennai,CHE-D1,585,48262.5
2025-08-19,SN-006,Delhi,DEL-D2,419,34567.5
2025-08-19,SN-006,Guwahati,GUW-D1,301,"Rs 24,832"
2025-08-19,SN-006,Hyderabad,HYD-D2,535,44137.5
2025-08-19,SN-006,Jaipur,JAI-D1,381,31432.5
2025-08-19,SN-006,Kolkata,KOL-D2,468,38610.0
19 Aug 2025,SN-006,Lucknow,LUC-D2,307,"Rs 25,328"
2025-08-19,SN-006,Mumbai,MUM-D1,622,51315.0
2025-08-19,SN-006,Patna,PAT-D2,,23100.0
2025-08-19,SN-006,Pune,PUN-D2,535,44137.5
2025-08-19,SN-007,Ahmedabad,0AHM-D1,207,"Rs 30,895"
2025-08-19,SN-007,BLR,BEN-D1,183,"Rs 27,313"
2025-08-19,SN-007,Chennai,CHE-D1,157,"23,432"
2025-08-19,SN-007,Delhi,DEL-D2,223,33282.75
2025-08-19,SN-007,Guwahati,GUW-D1,-1,19253.25
2025-08-19,SN-007,Hyderabad,HYD-D1,216,32238.0
2025-08-19,SN-007,Jaipur,JAI-D2,139,20745.75
2025-08-19,SN-007,Kolkata,KOL-D1,225,33581.25
2025-08-19,SN-007,Lucknow,LUC-D2,NA,"Rs 16,567"
2025-08-19,SN-007,Mumbai,0MUM-D2,178,26566.5
2025-08-19,SN-007,Patna,PAT-D2,140,20895.0
2025-08-19,SN-007,Pune,PUN-D1,221,"32,984"
2025-08-19,SN-008,Ahmedabad,AHM-D1,231,34476.75
2025-08-19,SN-008,BLR,BEN-D2,NA,30148.5
2025-08-19,SN-008,Chennai,CHE-D1,213,"31,790"
08/19/25,SN-008,Delhi,DEL-D1,184,27462.0
2025-08-19,SN-008,Guwahati,GUW-D2,122,18208.5
2025-08-19,SN-008,Hyderabad,HYD-D1,227,33879.75
2025-08-19,SN-008,Jaipur,JAI-D2,105,15671.25
2025-08-19,SN-008,Kolkata,KOL-D2,220,32835.0
2025-08-19,SN-008,Lucknow,0LUC-D2,140,20895.0
2025-08-19,SN-008,Mumbai,MUM-D1,169,25223.25
2025-08-19,SN-008,Patna,PAT-D1,124,"18,507"
2025-08-19,SN-008,Pune,PUN-D2,157,23432.25
08/19/25,SN-009,Ahmedabad,AHM-D2,193,28805.25
2025-08-19,SN-009,BLR,0BEN-D2,207,30894.75
2025-08-19,SN-009,Chennai,CHE-D1,208,31044.0
2025-08-19,SN-009,Delhi,DEL-D2,199,29700.75
2025-08-19,SN-009,Guwahati,GUW-D2,117,17462.25
2025-08-19,SN-009,Hyderabad,HYD-D2,160,23880.0
2025-08-19,SN-009,Jaipur,JAI-D2,146,21790.5
2025-08-19,SN-009,Kolkata,KOL-D2,-1,25969.5
2025-08-19,SN-009,Lucknow,0LUC-D1,116,"Rs 17,313"
19-08-2025,SN-009,Mumbai,MUM-D1,-1,34775.25
2025-08-19,SN-009,Patna,PAT-D1,120,17910.0
2025-08-19,SN-009,Pune,PUN-D1,219,32685.75
2025-08-19,TB-001,Ahmedabad,AHM-D2,937,"Rs 38,651"
2025-08-19,TB-001,BLR,BEN-D1,1310,54037.5
2025-08-19,TB-001,Delhi,DEL-D1,1281,"Rs 52,841"
2025-08-19,TB-001,Guwahati,GUW-D2,744,30690.0
2025-08-19,TB-001,Hyderabad,HYD-D2,1263,52098.75
2025-08-19,TB-001,Jaipur,JAI-D1,880,36300.0
2025-08-19,TB-001,Kolkata,KOL-D2,981,40466.25
2025-08-19,TB-001,Patna,PAT-D2,724,29865.0
2025-08-19,TB-001,Pune,PUN-D1,1259,51933.75
2025-08-19,TB-002,Ahmedabad,AHM-D2,1122,46282.5
2025-08-19,TB-002,Chennai,CHE-D2,1097,45251.25
2025-08-19,TB-002,Delhi,DEL-D1,1320,54450.0
2025-08-19,TB-002,Guwahati,GUW-D1,650,26812.5
