month,material_no,area,target_value
2026-06,GJ-005,Mumbai,62193.42
2025-07,GJ-005,Patna,48979.51
2025-08,GJ-005,Patna,42267.53
2025-09,GJ-005,Patna,52740.26
2025-10,GJ-005,Patna,49027.11
2025-11,GJ-005,Patna,45663.38
2025-12,GJ-005,Patna,49407.79
2026-01,GJ-005,Patna,36909.89
2026-02,GJ-005,Patna,41230.33
2026-03,GJ-005,Patna,54186.67
2026-04,GJ-005,Patna,38695.21
2026-05,GJ-005,Patna,41442.15
2026-06,GJ-005,Patna,44001.34
2025-07,GJ-005,Pune,77910.84
2025-08,GJ-005,Pune,65854.04
2025-09,GJ-005,Pune,78854.07
2025-10,GJ-005,Pune,72297.9
2025-11,GJ-005,Pune,63310.36
2025-12,GJ-005,Pune,77985.49
2026-01,GJ-005,Pune,65635.85
2026-02,GJ-005,Pune,60744.96
2026-03,GJ-005,Pune,76241.88
2026-04,GJ-005,Pune,67281.61
2026-05,GJ-005,Pune,69936.78
2026-06,GJ-005,Pune,64005.25
2025-07,GJ-006,Ahmedabad,82129.04
2025-08,GJ-006,Ahmedabad,70970.59
2025-09,GJ-006,Ahmedabad,83199.13
2025-10,GJ-006,Ahmedabad,72064.41
2025-11,GJ-006,Ahmedabad,59590.84
2025-12,GJ-006,Ahmedabad,75688.62
2026-01,GJ-006,Ahmedabad,59777.78
2026-02,GJ-006,Ahmedabad,65624.76
2026-03,GJ-006,Ahmedabad,87832.27
2026-04,GJ-006,Ahmedabad,64103.84
2026-05,GJ-006,Ahmedabad,58809.13
2026-06,GJ-006,Ahmedabad,56767.82
2025-07,GJ-006,Delhi,82003.21
2025-08,GJ-006,Delhi,61280.1
2025-09,GJ-006,Delhi,67117.37
2025-10,GJ-006,Delhi,76611.36
2025-11,GJ-006,Delhi,67343.3
2025-12,GJ-006,Delhi,75258.91
2026-01,GJ-006,Delhi,68688.34
2026-02,GJ-006,Delhi,64502.25
2026-03,GJ-006,Delhi,82133.3
2026-04,GJ-006,Delhi,60309.1
2026-05,GJ-006,Delhi,63248.71
2026-06,GJ-006,Delhi,59990.09
2025-07,GJ-006,Guwahati,48936.06
2025-08,GJ-006,Guwahati,42826.24
2025-09,GJ-006,Guwahati,51031.59
2025-10,GJ-006,Guwahati,48146.34
2025-11,GJ-006,Guwahati,37739.68
2025-12,GJ-006,Guwahati,56984.61
2026-01,GJ-006,Guwahati,40763.38
2026-02,GJ-006,Guwahati,40649.84
2026-03,GJ-006,Guwahati,50078.81
2026-04,GJ-006,Guwahati,43276.69
2026-05,GJ-006,Guwahati,45457.78
2026-06,GJ-006,Guwahati,35632.53
2025-07,GJ-006,Jaipur,55009.17
2025-08,GJ-006,Jaipur,38540.51
2025-09,GJ-006,Jaipur,49967.85
2025-10,GJ-006,Jaipur,50112.75
2025-11,GJ-006,Jaipur,50801.75
2025-12,GJ-006,Jaipur,54985.05
2026-01,GJ-006,Jaipur,45634.52
2026-02,GJ-006,Jaipur,41759.25
2026-03,GJ-006,Jaipur,52871.4
2026-04,GJ-006,Jaipur,44146.21
2026-05,GJ-006,Jaipur,42870.3
2026-06,GJ-006,Jaipur,39387.26
2025-07,GJ-006,Lucknow,47322.0
2025-08,GJ-006,Lucknow,43355.06
2025-09,GJ-006,Lucknow,54413.05
2025-10,GJ-006,Lucknow,51988.05
2025-11,GJ-006,Lucknow,51151.59
2025-12,GJ-006,Lucknow,48354.53
2026-01,GJ-006,Lucknow,40619.14
2026-02,GJ-006,Lucknow,38190.36
2026-03,GJ-006,Lucknow,48803.19
2026-04,GJ-006,Lucknow,39479.77
2026-05,GJ-006,Lucknow,42212.31
2026-06,GJ-006,Lucknow,39085.68
2025-07,GJ-006,Mumbai,77086.18
2025-08,GJ-006,Mumbai,57769.31
2025-09,GJ-006,Mumbai,82789.73
2025-10,GJ-006,Mumbai,83914.49
2025-11,GJ-006,Mumbai,63185.8
2025-12,GJ-006,Mumbai,73455.24
2026-01,GJ-006,Mumbai,65780.34
2026-02,GJ-006,Mumbai,67457.76
2026-03,GJ-006,Mumbai,79676.87
2026-04,GJ-006,Mumbai,64696.81
2026-05,GJ-006,Mumbai,62541.1
2026-06,GJ-006,Mumbai,55140.8
2025-07,GJ-006,Patna,50456.83
2025-08,GJ-006,Patna,47289.36
2025-09,GJ-006,Patna,49053.1
2025-10,GJ-006,Patna,54110.71
2025-11,GJ-006,Patna,36474.65
2025-12,GJ-006,Patna,49640.78
2026-01,GJ-006,Patna,45399.19
2026-02,GJ-006,Patna,40131.86
2026-03,GJ-006,Patna,44197.16
2026-04,GJ-006,Patna,44065.69
2026-05,GJ-006,Patna,48166.06
2026-06,GJ-006,Patna,42071.15
2025-07,GJ-006,Pune,75548.88
2025-08,GJ-006,Pune,63703.44
2025-09,GJ-006,Pune,81735.77
2025-10,GJ-006,Pune,84177.72
2025-11,GJ-006,Pune,64442.34
2025-12,GJ-006,Pune,84162.23
2026-01,GJ-006,Pune,66862.66
2026-02,GJ-006,Pune,64241.93
2026-03,GJ-006,Pune,75436.41
2026-04,GJ-006,Pune,68588.25
2026-05,GJ-006,Pune,61213.6
2026-06,GJ-006,Pune,61600.19
2025-07,GJ-007,Ahmedabad,44894.82
2025-08,GJ-007,Ahmedabad,37692.91
2025-09,GJ-007,Ahmedabad,44428.38
2025-10,GJ-007,Ahmedabad,41987.07
2025-11,GJ-007,Ahmedabad,32358.24
2025-12,GJ-007,Ahmedabad,43615.73
2026-01,GJ-007,Ahmedabad,35219.87
2026-02,GJ-007,Ahmedabad,34905.82
2026-03,GJ-007,Ahmedabad,48428.52
2026-04,GJ-007,Ahmedabad,34917.08
2026-05,GJ-007,Ahmedabad,36969.48
2026-06,GJ-007,Ahmedabad,35585.56
2025-07,GJ-007,Bengaluru,46078.71
2025-08,GJ-007,Bengaluru,35448.85
2025-09,GJ-007,Bengaluru,48629.24
2025-10,GJ-007,Bengaluru,52960.33
2025-11,GJ-007,Bengaluru,41473.4
2025-12,GJ-007,Bengaluru,46856.42
2026-01,GJ-007,Bengaluru,39818.57
2026-02,GJ-007,Bengaluru,37856.69
2026-03,GJ-007,Bengaluru,41094.89
2026-04,GJ-007,Bengaluru,29796.07
2026-05,GJ-007,Bengaluru,34034.02
2026-06,GJ-007,Bengaluru,37952.26
2025-07,GJ-007,Delhi,43345.98
2025-08,GJ-007,Delhi,35352.53
2025-09,GJ-007,Delhi,47947.69
2025-10,GJ-007,Delhi,40383.0
2025-11,GJ-007,Delhi,43227.32
2025-12,GJ-007,Delhi,46434.27
2026-01,GJ-007,Delhi,35333.52
2026-02,GJ-007,Delhi,37614.74
2026-03,GJ-007,Delhi,45241.33
2026-04,GJ-007,Delhi,36397.52
2026-05,GJ-007,Delhi,35994.65
2026-06,GJ-007,Delhi,37523.99
2025-07,GJ-007,Jaipur,30940.73
2025-08,GJ-007,Jaipur,19865.16
2025-09,GJ-007,Jaipur,27551.75
2025-10,GJ-007,Jaipur,25702.14
2025-11,GJ-007,Jaipur,28642.64
2025-12,GJ-007,Jaipur,29390.17
2026-01,GJ-007,Jaipur,24272.51
2026-02,GJ-007,Jaipur,24555.08
2026-03,GJ-007,Jaipur,29811.74
2026-04,GJ-007,Jaipur,24087.62
2026-05,GJ-007,Jaipur,24757.48
2026-06,GJ-007,Jaipur,22142.24
2025-07,GJ-007,Kolkata,47197.25
2025-08,GJ-007,Kolkata,33928.97
2025-09,GJ-007,Kolkata,43294.73
2025-10,GJ-007,Kolkata,47819.94
2025-11,GJ-007,Kolkata,32615.96
2025-12,GJ-007,Kolkata,44945.36
2026-01,GJ-007,Kolkata,34002.4
2026-02,GJ-007,Kolkata,36059.09
2026-03,GJ-007,Kolkata,43675.68
2026-04,GJ-007,Kolkata,35183.27
2026-05,GJ-007,Kolkata,37032.33
2026-06,GJ-007,Kolkata,32776.0
2025-07,GJ-007,Lucknow,25783.91
2025-08,GJ-007,Lucknow,21229.13
2025-09,GJ-007,Lucknow,28857.39
2025-10,GJ-007,Lucknow,25573.29
2025-11,GJ-007,Lucknow,28057.28
2025-12,GJ-007,Lucknow,27212.92
2026-01,GJ-007,Lucknow,22710.94
2026-02,GJ-007,Lucknow,21173.71
2026-03,GJ-007,Lucknow,28878.31
2026-04,GJ-007,Lucknow,23855.78
2026-05,GJ-007,Lucknow,22928.9
2026-06,GJ-007,Lucknow,23622.41
2025-07,GJ-007,Mumbai,45371.07
2025-08,GJ-007,Mumbai,36451.12
2025-09,GJ-007,Mumbai,45544.17
2025-10,GJ-007,Mumbai,45605.61
2025-11,GJ-007,Mumbai,34382.89
2025-12,GJ-007,Mumbai,44515.49
2026-01,GJ-007,Mumbai,32513.16
2026-02,GJ-007,Mumbai,38008.6
2026-03,GJ-007,Mumbai,41082.14
2026-04,GJ-007,Mumbai,36257.86
2026-05,GJ-007,Mumbai,32911.83
2026-06,GJ-007,Mumbai,39781.84
2025-07,GJ-007,Patna,25695.21
2025-08,GJ-007,Patna,23326.28
2025-09,GJ-007,Patna,29111.02
2025-10,GJ-007,Patna,29094.36
2025-11,GJ-007,Patna,22646.66
2025-12,GJ-007,Patna,29906.05
2026-01,GJ-007,Patna,21135.2
2026-02,GJ-007,Patna,21250.41
2026-03,GJ-007,Patna,30568.44
2026-04,GJ-007,Patna,21670.67
2026-05,GJ-007,Patna,21591.2
2026-06,GJ-007,Patna,23646.61
2025-07,GJ-007,Pune,40603.33
2025-08,GJ-007,Pune,31418.08
2025-09,GJ-007,Pune,39440.93
2025-10,GJ-007,Pune,45681.62
2025-11,GJ-007,Pune,38858.03
2025-12,GJ-007,Pune,46083.44
2026-01,GJ-007,Pune,32167.98
2026-02,GJ-007,Pune,34747.21
2026-03,GJ-007,Pune,46375.15
2026-04,GJ-007,Pune,38901.39
2026-05,GJ-007,Pune,37019.52
2026-06,GJ-007,Pune,37418.19
2025-07,GJ-008,Ahmedabad,45004.96
2025-08,GJ-008,Ahmedabad,35642.1
2025-09,GJ-008,Ahmedabad,40264.36
2025-10,GJ-008,Ahmedabad,44150.94
2025-11,GJ-008,Ahmedabad,37460.98
2025-12,GJ-008,Ahmedabad,49480.89
2026-01,GJ-008,Ahmedabad,37207.76
2026-02,GJ-008,Ahmedabad,34111.28
2026-03,GJ-008,Ahmedabad,44546.17
2026-04,GJ-008,Ahmedabad,35929.42
2026-05,GJ-008,Ahmedabad,33229.71
2026-06,GJ-008,Ahmedabad,28882.93
2025-07,GJ-008,Bengaluru,41216.26
2025-08,GJ-008,Bengaluru,36040.94
2025-09,GJ-008,Bengaluru,40591.29
2025-10,GJ-008,Bengaluru,52713.34
2025-11,GJ-008,Bengaluru,39428.78
2025-12,GJ-008,Bengaluru,56006.56
2026-01,GJ-008,Bengaluru,35143.7
2026-02,GJ-008,Bengaluru,37296.27
2026-03,GJ-008,Bengaluru,44846.83
2026-04,GJ-008,Bengaluru,33172.36
2026-05,GJ-008,Bengaluru,31367.24
2026-06,GJ-008,Bengaluru,32703.31
2025-07,GJ-008,Delhi,46649.33
2025-08,GJ-008,Delhi,39590.9
2025-09,GJ-008,Delhi,45246.29
2025-10,GJ-008,Delhi,47934.12
2025-11,GJ-008,Delhi,41867.15
2025-12,GJ-008,Delhi,42392.4
2026-01,GJ-008,Delhi,34577.89
2026-02,GJ-008,Delhi,33552.88
2026-03,GJ-008,Delhi,47909.58
2026-04,GJ-008,Delhi,37518.46
2026-05,GJ-008,Delhi,33713.19
2026-06,GJ-008,Delhi,37366.31
2025-07,GJ-008,Jaipur,29846.06
2025-08,GJ-008,Jaipur,24015.66
2025-09,GJ-008,Jaipur,28409.65
2025-10,GJ-008,Jaipur,27928.14
2025-11,GJ-008,Jaipur,29292.31
2025-12,GJ-008,Jaipur,31214.32
2026-01,GJ-008,Jaipur,25172.6
2026-02,GJ-008,Jaipur,23958.67
2026-03,GJ-008,Jaipur,31094.74
2026-04,GJ-008,Jaipur,22089.96
2026-05,GJ-008,Jaipur,23282.79
2026-06,GJ-008,Jaipur,23729.63
2025-07,GJ-008,Lucknow,25690.72
2025-08,GJ-008,Lucknow,21466.35
2025-09,GJ-008,Lucknow,28452.45
2025-10,GJ-008,Lucknow,30812.88
2025-11,GJ-008,Lucknow,26230.08
2025-12,GJ-008,Lucknow,31086.26
2026-01,GJ-008,Lucknow,25846.86
2026-02,GJ-008,Lucknow,21712.52
2026-03,GJ-008,Lucknow,26867.19
2026-04,GJ-008,Lucknow,20959.45
2026-05,GJ-008,Lucknow,23286.19
2026-06,GJ-008,Lucknow,21680.06
2025-07,GJ-008,Mumbai,41737.23
2025-08,GJ-008,Mumbai,35483.16
2025-09,GJ-008,Mumbai,45750.37
2025-10,GJ-008,Mumbai,41374.92
2025-11,GJ-008,Mumbai,37074.27
2025-12,GJ-008,Mumbai,38675.48
2026-01,GJ-008,Mumbai,35995.45
2026-02,GJ-008,Mumbai,30964.73
2026-03,GJ-008,Mumbai,40038.5
2026-04,GJ-008,Mumbai,34522.35
2026-05,GJ-008,Mumbai,36364.88
2026-06,GJ-008,Mumbai,35239.25
2025-07,GJ-008,Pune,42824.85
2025-08,GJ-008,Pune,36445.09
2025-09,GJ-008,Pune,43800.82
2025-10,GJ-008,Pune,41868.88
2025-11,GJ-008,Pune,39436.54
2025-12,GJ-008,Pune,44462.19
2026-01,GJ-008,Pune,37049.21
2026-02,GJ-008,Pune,35503.22
2026-03,GJ-008,Pune,44221.66
2026-04,GJ-008,Pune,32564.47
2026-05,GJ-008,Pune,36904.21
2026-06,GJ-008,Pune,35811.63
2025-07,GJ-009,Ahmedabad,45497.95
2025-08,GJ-009,Ahmedabad,33156.8
2025-09,GJ-009,Ahmedabad,41085.38
2025-10,GJ-009,Ahmedabad,45956.21
2025-11,GJ-009,Ahmedabad,32869.5
2025-12,GJ-009,Ahmedabad,42921.54
2026-01,GJ-009,Ahmedabad,36154.52
2026-02,GJ-009,Ahmedabad,38497.2
2026-03,GJ-009,Ahmedabad,43976.41
2026-04,GJ-009,Ahmedabad,33407.98
2026-05,GJ-009,Ahmedabad,32307.68
2026-06,GJ-009,Ahmedabad,33991.44
2025-07,GJ-009,Delhi,43315.66
2025-08,GJ-009,Delhi,31784.79
2025-09,GJ-009,Delhi,43442.96
2025-10,GJ-009,Delhi,40866.79
2025-11,GJ-009,Delhi,42879.79
2025-12,GJ-009,Delhi,41010.44
2026-01,GJ-009,Delhi,31455.08
2026-02,GJ-009,Delhi,32131.75
2026-03,GJ-009,Delhi,45144.09
2026-04,GJ-009,Delhi,36235.2
2026-05,GJ-009,Delhi,36029.64
2026-06,GJ-009,Delhi,35789.75
2025-07,GJ-009,Guwahati,28030.04
2025-08,GJ-009,Guwahati,23696.93
2025-09,GJ-009,Guwahati,30690.48
2025-10,GJ-009,Guwahati,29325.67
2025-11,GJ-009,Guwahati,21477.58
2025-12,GJ-009,Guwahati,32377.61
2026-01,GJ-009,Guwahati,22541.96
2026-02,GJ-009,Guwahati,24026.63
2026-03,GJ-009,Guwahati,28069.5
2026-04,GJ-009,Guwahati,22997.84
2026-05,GJ-009,Guwahati,23641.37
2026-06,GJ-009,Guwahati,24982.76
2025-07,GJ-009,Jaipur,29230.3
2025-08,GJ-009,Jaipur,23327.5
2025-09,GJ-009,Jaipur,28504.11
2025-10,GJ-009,Jaipur,27621.54
2025-11,GJ-009,Jaipur,26197.69
2025-12,GJ-009,Jaipur,30502.01
2026-01,GJ-009,Jaipur,23189.6
2026-02,GJ-009,Jaipur,21667.87
2026-03,GJ-009,Jaipur,34612.43
2026-04,GJ-009,Jaipur,21176.27
2026-05,GJ-009,Jaipur,23452.44
2026-06,GJ-009,Jaipur,22315.99
2025-07,GJ-009,Kolkata,40345.98
2025-08,GJ-009,Kolkata,36411.06
2025-09,GJ-009,Kolkata,45915.97
2025-10,GJ-009,Kolkata,41334.76
2025-11,GJ-009,Kolkata,36562.16
2025-12,GJ-009,Kolkata,43805.1
2026-01,GJ-009,Kolkata,37664.38
2026-02,GJ-009,Kolkata,34844.27
2026-03,GJ-009,Kolkata,40092.85
2026-04,GJ-009,Kolkata,37865.83
2026-05,GJ-009,Kolkata,36769.15
2026-06,GJ-009,Kolkata,34500.62
2025-07,GJ-009,Lucknow,28881.68
2025-08,GJ-009,Lucknow,22636.75
2025-09,GJ-009,Lucknow,26574.02
2025-10,GJ-009,Lucknow,33759.7
2025-11,GJ-009,Lucknow,26969.73
2025-12,GJ-009,Lucknow,28841.25
2026-01,GJ-009,Lucknow,22163.34
2026-02,GJ-009,Lucknow,21541.24
2026-03,GJ-009,Lucknow,28120.39
2026-04,GJ-009,Lucknow,24857.49
2026-05,GJ-009,Lucknow,22302.73
2026-06,GJ-009,Lucknow,20355.47
2025-07,GJ-009,Mumbai,40085.53
2025-08,GJ-009,Mumbai,32274.06
2025-09,GJ-009,Mumbai,43272.24
2025-10,GJ-009,Mumbai,43614.21
2025-11,GJ-009,Mumbai,36284.15
2025-12,GJ-009,Mumbai,47122.69
2026-01,GJ-009,Mumbai,36945.57
2026-02,GJ-009,Mumbai,35722.01
2026-03,GJ-009,Mumbai,45572.57
2026-04,GJ-009,Mumbai,34429.91
2026-05,GJ-009,Mumbai,40207.9
2026-06,GJ-009,Mumbai,30732.42
2025-07,GJ-009,Patna,25410.23
2025-08,GJ-009,Patna,23036.5
2025-09,GJ-009,Patna,32308.87
2025-10,GJ-009,Patna,31256.93
2025-11,GJ-009,Patna,21655.61
2025-12,GJ-009,Patna,28802.94
2026-01,GJ-009,Patna,21523.62
2026-02,GJ-009,Patna,24365.73
2026-03,GJ-009,Patna,31301.05
2026-04,GJ-009,Patna,19637.71
2026-05,GJ-009,Patna,22632.76
2026-06,GJ-009,Patna,25922.04
2025-07,GJ-009,Pune,42369.35
2025-08,GJ-009,Pune,36163.61
2025-09,GJ-009,Pune,45178.24
2025-10,GJ-009,Pune,44529.67
2025-11,GJ-009,Pune,38025.98
2025-12,GJ-009,Pune,46529.56
2026-01,GJ-009,Pune,37270.34
2026-02,GJ-009,Pune,35608.89
2026-03,GJ-009,Pune,46320.65
2026-04,GJ-009,Pune,35493.82
2026-05,GJ-009,Pune,33995.8
2026-06,GJ-009,Pune,34739.59
2025-07,HC-001,Ahmedabad,260945.41
2025-08,HC-001,Ahmedabad,198307.77
2025-09,HC-001,Ahmedabad,273135.79
2025-10,HC-001,Ahmedabad,209199.56
2025-11,HC-001,Ahmedabad,213176.31
2025-12,HC-001,Ahmedabad,308130.72
2026-01,HC-001,Ahmedabad,204131.55
2026-02,HC-001,Ahmedabad,223707.84
2026-03,HC-001,Ahmedabad,277355.37
2026-04,HC-001,Ahmedabad,183867.92
2026-05,HC-001,Ahmedabad,215719.2
2026-06,HC-001,Ahmedabad,217073.31
2025-07,HC-001,Bengaluru,256099.67
2025-08,HC-001,Bengaluru,205780.1
2025-09,HC-001,Bengaluru,263638.73
2025-10,HC-001,Bengaluru,258298.97
2025-11,HC-001,Bengaluru,266910.04
2025-12,HC-001,Bengaluru,320004.76
2026-01,HC-001,Bengaluru,230325.95
2026-02,HC-001,Bengaluru,218953.32
2026-03,HC-001,Bengaluru,281796.54
2026-04,HC-001,Bengaluru,223770.04
2026-05,HC-001,Bengaluru,216890.62
2026-06,HC-001,Bengaluru,217731.91
2025-07,HC-001,Chennai,282865.26
2025-08,HC-001,Chennai,218750.85
2025-09,HC-001,Chennai,279360.55
2025-10,HC-001,Chennai,241141.94
2025-11,HC-001,Chennai,272933.87
2025-12,HC-001,Chennai,330056.07
2026-01,HC-001,Chennai,229284.32
2026-02,HC-001,Chennai,185944.66
2026-03,HC-001,Chennai,275880.09
2026-04,HC-001,Chennai,188941.58
2026-05,HC-001,Chennai,187902.26
2026-06,HC-001,Chennai,217060.89
2025-07,HC-001,Delhi,270442.15
2025-08,HC-001,Delhi,239996.44
2025-09,HC-001,Delhi,256835.31
2025-10,HC-001,Delhi,243326.8
2025-11,HC-001,Delhi,220090.58
2025-12,HC-001,Delhi,275766.64
2026-01,HC-001,Delhi,213613.61
2026-02,HC-001,Delhi,182536.37
2026-03,HC-001,Delhi,272415.63
2026-04,HC-001,Delhi,194762.22
2026-05,HC-001,Delhi,235920.76
2026-06,HC-001,Delhi,204974.84
2025-07,HC-001,Guwahati,162384.94
2025-08,HC-001,Guwahati,148751.93
2025-09,HC-001,Guwahati,165833.92
2025-10,HC-001,Guwahati,134542.37
2025-11,HC-001,Guwahati,126865.83
2025-12,HC-001,Guwahati,182298.99
2026-01,HC-001,Guwahati,140515.4
2026-02,HC-001,Guwahati,122751.96
2026-03,HC-001,Guwahati,188893.3
2026-04,HC-001,Guwahati,143419.69
2026-05,HC-001,Guwahati,139344.33
2026-06,HC-001,Guwahati,140012.02
2025-07,HC-001,Hyderabad,249339.75
2025-08,HC-001,Hyderabad,206801.08
2025-09,HC-001,Hyderabad,264518.59
2025-10,HC-001,Hyderabad,248386.97
2025-11,HC-001,Hyderabad,248062.6
2025-12,HC-001,Hyderabad,321032.09
2026-01,HC-001,Hyderabad,192617.1
2026-02,HC-001,Hyderabad,199417.14
2026-03,HC-001,Hyderabad,257533.94
2026-04,HC-001,Hyderabad,230713.57
2026-05,HC-001,Hyderabad,209146.3
2026-06,HC-001,Hyderabad,211351.83
2025-07,HC-001,Jaipur,175896.1
2025-08,HC-001,Jaipur,138656.93
2025-09,HC-001,Jaipur,182215.11
2025-10,HC-001,Jaipur,130599.24
2025-11,HC-001,Jaipur,127935.18
2025-12,HC-001,Jaipur,164505.92
2026-01,HC-001,Jaipur,132484.45
2026-02,HC-001,Jaipur,153389.71
2026-03,HC-001,Jaipur,189059.61
2026-04,HC-001,Jaipur,120903.39
2026-05,HC-001,Jaipur,131577.9
2026-06,HC-001,Jaipur,133833.92
2025-07,HC-001,Kolkata,264357.56
2025-08,HC-001,Kolkata,211678.03
2025-09,HC-001,Kolkata,270643.26
2025-10,HC-001,Kolkata,218933.9
2025-11,HC-001,Kolkata,204890.42
2025-12,HC-001,Kolkata,262760.01
2026-01,HC-001,Kolkata,237055.16
2026-02,HC-001,Kolkata,207555.34
2026-03,HC-001,Kolkata,258741.53
2026-04,HC-001,Kolkata,204209.01
2026-05,HC-001,Kolkata,209507.51
2026-06,HC-001,Kolkata,207792.6
2025-07,HC-001,Lucknow,170606.52
2025-08,HC-001,Lucknow,125279.37
2025-09,HC-001,Lucknow,165438.57
2025-10,HC-001,Lucknow,148872.61
2025-11,HC-001,Lucknow,139736.45
2025-12,HC-001,Lucknow,176233.15
2026-01,HC-001,Lucknow,149906.68
2026-02,HC-001,Lucknow,121963.87
2026-03,HC-001,Lucknow,187545.58
2026-04,HC-001,Lucknow,136356.33
2026-05,HC-001,Lucknow,141747.9
2026-06,HC-001,Lucknow,155032.04
2025-07,HC-001,Mumbai,233431.37
2025-08,HC-001,Mumbai,220854.03
2025-09,HC-001,Mumbai,290796.71
2025-10,HC-001,Mumbai,206137.27
2025-11,HC-001,Mumbai,208109.46
2025-12,HC-001,Mumbai,293828.41
2026-01,HC-001,Mumbai,222917.27
2026-02,HC-001,Mumbai,221892.86
2026-03,HC-001,Mumbai,259802.09
2026-04,HC-001,Mumbai,217416.21
2026-05,HC-001,Mumbai,204235.68
2026-06,HC-001,Mumbai,235230.78
2025-07,HC-001,Patna,177213.75
2025-08,HC-001,Patna,129393.57
2025-09,HC-001,Patna,161746.35
2025-10,HC-001,Patna,153495.98
2025-11,HC-001,Patna,127484.12
2025-12,HC-001,Patna,187132.12
2026-01,HC-001,Patna,145513.65
2026-02,HC-001,Patna,144829.46
2026-03,HC-001,Patna,166033.65
2026-04,HC-001,Patna,144987.19
2026-05,HC-001,Patna,147228.76
2026-06,HC-001,Patna,146157.88
2025-07,HC-001,Pune,305197.73
2025-08,HC-001,Pune,216669.11
2025-09,HC-001,Pune,272354.39
2025-10,HC-001,Pune,224274.99
2025-11,HC-001,Pune,221160.66
2025-12,HC-001,Pune,298628.09
2026-01,HC-001,Pune,195534.34
2026-02,HC-001,Pune,205409.06
2026-03,HC-001,Pune,247392.02
2026-04,HC-001,Pune,233484.04
2026-05,HC-001,Pune,232652.06
2026-06,HC-001,Pune,200170.65
2025-07,HC-002,Ahmedabad,250094.29
2025-08,HC-002,Ahmedabad,197912.46
2025-09,HC-002,Ahmedabad,265670.08
2025-10,HC-002,Ahmedabad,217700.24
2025-11,HC-002,Ahmedabad,203438.49
2025-12,HC-002,Ahmedabad,291151.36
2026-01,HC-002,Ahmedabad,228108.22
2026-02,HC-002,Ahmedabad,211598.63
2026-03,HC-002,Ahmedabad,244377.85
2026-04,HC-002,Ahmedabad,221881.05
2026-05,HC-002,Ahmedabad,191672.57
2026-06,HC-002,Ahmedabad,221218.21
2025-07,HC-002,Bengaluru,282982.93
2025-08,HC-002,Bengaluru,207288.18
2025-09,HC-002,Bengaluru,247147.62
2025-10,HC-002,Bengaluru,245458.12
2025-11,HC-002,Bengaluru,247554.79
2025-12,HC-002,Bengaluru,321558.82
2026-01,HC-002,Bengaluru,212020.1
2026-02,HC-002,Bengaluru,194847.11
2026-03,HC-002,Bengaluru,280474.24
2026-04,HC-002,Bengaluru,211624.29
2026-05,HC-002,Bengaluru,222555.62
2026-06,HC-002,Bengaluru,201023.45
2025-07,HC-002,Chennai,271595.36
2025-08,HC-002,Chennai,231328.4
2025-09,HC-002,Chennai,255146.54
2025-10,HC-002,Chennai,255585.15
2025-11,HC-002,Chennai,248106.55
2025-12,HC-002,Chennai,295975.12
2026-01,HC-002,Chennai,216816.58
2026-02,HC-002,Chennai,224523.58
2026-03,HC-002,Chennai,253700.98
2026-04,HC-002,Chennai,214978.82
2026-05,HC-002,Chennai,210327.47
2026-06,HC-002,Chennai,181624.9
2025-07,HC-002,Delhi,300427.38
2025-08,HC-002,Delhi,223125.04
2025-09,HC-002,Delhi,260365.65
2025-10,HC-002,Delhi,209060.57
2025-11,HC-002,Delhi,229861.47
2025-12,HC-002,Delhi,254852.19
2026-01,HC-002,Delhi,208406.62
2026-02,HC-002,Delhi,219909.73
2026-03,HC-002,Delhi,276372.14
2026-04,HC-002,Delhi,224648.59
2026-05,HC-002,Delhi,222847.51
2026-06,HC-002,Delhi,239094.14
2025-07,HC-002,Guwahati,177884.92
2025-08,HC-002,Guwahati,138216.19
2025-09,HC-002,Guwahati,164745.04
2025-10,HC-002,Guwahati,142771.32
2025-11,HC-002,Guwahati,131117.39
2025-12,HC-002,Guwahati,186893.25
2026-01,HC-002,Guwahati,134249.24
2026-02,HC-002,Guwahati,138565.16
2026-03,HC-002,Guwahati,161563.92
2026-04,HC-002,Guwahati,155118.96
2026-05,HC-002,Guwahati,131436.47
2026-06,HC-002,Guwahati,135821.04
2025-07,HC-002,Hyderabad,260587.94
2025-08,HC-002,Hyderabad,217214.17
2025-09,HC-002,Hyderabad,280348.6
2025-10,HC-002,Hyderabad,265511.11
2025-11,HC-002,Hyderabad,253679.07
2025-12,HC-002,Hyderabad,303644.7
2026-01,HC-002,Hyderabad,200461.16
2026-02,HC-002,Hyderabad,200083.31
2026-03,HC-002,Hyderabad,231441.73
2026-04,HC-002,Hyderabad,234958.41
2026-05,HC-002,Hyderabad,229534.09
2026-06,HC-002,Hyderabad,212492.03
2025-07,HC-002,Jaipur,186928.31
2025-08,HC-002,Jaipur,140710.14
2025-09,HC-002,Jaipur,178788.97
2025-10,HC-002,Jaipur,147707.28
2025-11,HC-002,Jaipur,132020.73
2025-12,HC-002,Jaipur,160451.16
2026-01,HC-002,Jaipur,145488.59
2026-02,HC-002,Jaipur,141880.66
2026-03,HC-002,Jaipur,180662.79
2026-04,HC-002,Jaipur,135344.03
2026-05,HC-002,Jaipur,128592.06
2026-06,HC-002,Jaipur,137336.42
2025-07,HC-002,Kolkata,305291.89
2025-08,HC-002,Kolkata,222745.5
2025-09,HC-002,Kolkata,283156.06
